project.link,project.year,project.license,project.description,project.apptype,project.architecture,project.notes,org.name,org.link,org.notes,sourcecode.class,sourcecode.link,sourcecode.notes,trainingdata.class,trainingdata.link,trainingdata.notes,modelweights.class,modelweights.link,modelweights.notes,codedoc.class,codedoc.link,codedoc.notes,trainprocedure.class,trainprocedure.link,trainprocedure.notes,evalprocedure.class,evalprocedure.link,evalprocedure.notes,paper.class,paper.link,paper.notes,paper.date,license.class,license.link,license.notes,modelcard.class,modelcard.link,modelcard.notes,datasheet.class,datasheet.link,datasheet.notes,package.class,package.link,package.notes,ux.class,ux.link,ux.notes,suppage.class,suppage.link,suppage.notes,source.file,openness,star_count
https://github.com/hugofloresgarcia/vampnet,2023,MIT License,A masked acoustic token modeling approach to music generation.,Audio-to-audio,Non-autoregressive transformer,,Northwestern University and Descript Inc,,,open,https://github.com/hugofloresgarcia/vampnet,System source code is available and accessible.,closed,,Dataset is not available nor is it completely described.,open,https://zenodo.org/records/8136629,Model checkpoints are available. The weights of the models are licensed https://creativecommons.org/licenses/by-nc-sa/4.0/deed.ml,open,https://github.com/hugofloresgarcia/vampnet/blob/ismir-2023/README.md,Codebase is well documented.,open,https://arxiv.org/pdf/2307.04686,"Described in the article, with multiple details on architecture, hyperparameters and GPU usage.",partial,https://arxiv.org/pdf/2307.04686,,open,https://ismir2023program.ismir.net/poster_125.html,Accepted at ISMIR 2023.,,open,https://github.com/hugofloresgarcia/vampnet/blob/ismir-2023/LICENSE,MIT License.,∅,,,∅,,,∅,,,star,https://github.com/hugofloresgarcia/vampnet/blob/ismir-2023/app.py,Gradio UI is provided in the codebase.,star,https://hugo-does-things.notion.site/VampNet-Music-Generation-via-Masked-Acoustic-Token-Modeling-e37aabd0d5f1493aa42c5711d0764b33,Complementary demo page with sound examples and demonstration of the model's capabilities is available.,/projects\vampnet.yaml,77,2
https://github.com/openai/jukebox,2020,Non-commercial use license by OpenAI.,"Synthesizes raw audio songs with singing vocals conditioned on genre, style, and lyrics.","Text-to-music, Lyrics-to-song",Autoregressive transformer,Repository has been archived by the owner since April 2026.,OpenAI,,,open,https://github.com/openai/jukebox,"Code is available at GitHub repository. The codebase is not actively maintained anymore, but it is still available for use. It includes the model architecture, training and evaluation code, and utilities for generating music samples.",partial,,"Training data is partially described in the preprint article. However, relevant information is missing, such as specific sources, and data itself cannot be accessed. Dataset is not publicly available.",open,https://huggingface.co/openai/jukebox-5b-lyrics/tree/main,Weights are available.,open,https://github.com/openai/jukebox/blob/master/README.md,Codebase is documented.,open,https://arxiv.org/pdf/2005.00341,Information available between article and GitHub repository.,partial,https://arxiv.org/pdf/2005.00341,"Part of the evaluation procedure is documented in the research paper. However, key information is missing, such as the evaluation dataset, objective evaluation metrics and details on the manual evaluation.",partial,https://arxiv.org/abs/2005.00341,Only preprint of the research paper is available.,,partial,https://github.com/openai/jukebox/blob/master/LICENSE,Codebase is licensed under a non-commercial use license by OpenAI.,∅,,Not available.,∅,,Not available.,∅,,Not available. Codebase is officially not mantained.,∅,https://colab.research.google.com/github/openai/jukebox/blob/master/jukebox/Interacting_with_Jukebox.ipynb,Only a colab notebook is available.,star,https://openai.com/index/jukebox/,"A demo/summary page is available. However, most sonifications of the examples generations are not available anymore. There exist another site with generation examples, but most of them are not available https://jukebox.openai.com/.",/projects\jukebox.yaml,77,1
https://github.com/acids-ircam/RAVE,2021,CC BY-NC 4.0 License.,Fast and high-quality audio waveform synthesizer.,"Audio synthesis, Style transfer",VAE,,IRCAM,https://www.ircam.fr/,,open,https://github.com/acids-ircam/RAVE,"Source code is available, including data preparation, model architecture, training pipeline and inference.",closed,,Training data is internal and just briefly described.,open,https://acids-ircam.github.io/rave_models_download,Several pretrained models are provided.,open,https://github.com/acids-ircam/RAVE/blob/master/README.md,"Code is thoroughly documented, allowing for understanding and reproducibility of the model.",open,https://arxiv.org/pdf/2111.05011,Training procedure is described.,open,https://arxiv.org/pdf/2111.05011,"Evaluation procedure is described, and the implementations used for the evaluation metrics are referenced.",partial,https://arxiv.org/abs/2111.05011,Preprint only. No peer-reviewed version.,,partial,https://github.com/acids-ircam/RAVE/blob/master/LICENSE,System covered by a CC BY-NC 4.0 license.,star,https://acids-ircam.github.io/rave_models_download,Model card is available.,∅,,Not available.,star,https://pypi.org/project/acids-rave/,Pip package is available.,star,https://forum.ircam.fr/projects/detail/rave-vst/,Real-time implementation of the model and tutorials are provided.,star,https://anonymous84654.github.io/RAVE_anonymous/,"Demo page is available, showcasing the model's capabilities and providing sound examples of its use.",/projects\rave.yaml,73,4
https://ace-step.github.io/,2025,Apache 2.0,General-purpose music AI engine designed for ultra-fast audio synthesis and creative control.,"Text-to-song, Lyrics-to-song, Text-to-sample","Hybrid LLM, Diffusion",A new version of the model (ACE-Step 1.5) has been released in January 2026 (https://github.com/ace-step/ACE-Step-1.5).,ACE Studio and StepFun,https://acestudio.ai/,,open,https://github.com/ace-step/ACE-Step,"Source code incudes model achitecture, training pipeline, inference, and data processing.",closed,,"Training data is not available nor properly described. In the technical report (Section 3.1.1), authors indicate that the model was trained on about 100,000 hours of music (~1.8 million musical pieces). However, no information on specific data sources, acquisition methods, and data licensing is given.",open,https://huggingface.co/ACE-Step/ACE-Step-v1-3.5B/tree/main,Model weights are available in HuggingFace.,open,https://github.com/ace-step/ACE-Step/blob/main/README.md,"Codebase is properly documented, including details on model's installation and usage. In addition, authors provide a specific page with training instructions (https://github.com/ace-step/ACE-Step/blob/main/TRAIN_INSTRUCTION.md).",open,https://arxiv.org/pdf/2506.00045,Training procedure is describe with detail in the technical report. Appendix A provides additional details on training parameters and hardware requirements.,partial,https://arxiv.org/pdf/2506.00045,"Evaluation procedure is described in the technical report, including human-evaluation and objective metrics evaluation. Despite evaluation data not being openly available, Appendix B includes the detailed description of the 20 prompts (with lyrics) used to generate the samples for the model evaluation.",partial,https://arxiv.org/pdf/2506.00045,A technical report is available.,"June 2, 2024",open,https://github.com/ace-step/ACE-Step?tab=Apache-2.0-1-ov-file,Apache 2.0 License,star,https://huggingface.co/ACE-Step/ACE-Step-v1-3.5B,Model card available in Hugging Face.,∅,,,∅,,,star,https://huggingface.co/spaces/ACE-Step/ACE-Step,"A demo is available in HuggingFace, as well as a Gradio UI.",star,https://ace-step.github.io/,"A supplementary page is available, including a brief description of the model, links to relevant sites (e.g., demo, paper and code), some examples showcasing the model's abilities, limitations and future work.",/projects\ace-step.yaml,73,3
https://declare-lab.github.io/jamify,2025,Project Jamify License and Stability AI Community License Agreement,A tiny flow-based song generator with fine-grained controllability and aesthetic alignment.,"Text-to-song, Lyrics-to-song","Latent diffusion, Rectified flow, Hybrid LLM",,Singapore University of Technology and Design and Lamda Labs,https://www.sutd.edu.sg/,,open,https://github.com/declare-lab/jamify,"Source code is available in the GitHub repository, including data processing, training and inference code, as well as model architecture.",closed,https://arxiv.org/pdf/2507.20880,"Training data is not available nor properly described. In the research paper, they only indicate that they rely on a ~1 million song dataset, resulting into ~54k hours of audion. No information on specific data sources, acquisition methods, and data licensing is given. See ""Dataset Setup"" in Section 4.1. of the pre-print.",open,https://huggingface.co/declare-lab/JAM-0.5/blob/main/jam-0_5.safetensors,Pre-trained version of the model is available in Hugging Face.,open,https://github.com/declare-lab/jamify/blob/main/README.md,"Codebase is documented, including high-level instructions and configuration files.",open,https://arxiv.org/pdf/2507.20880,"Training procedure is properly described, including hardware requirements and confirgurations (see Section 4.2).",open,https://arxiv.org/pdf/2507.20880,"The evaluation procedure is properly described, including evaluation data, metrics, and implementation details (see Section 4.3). With the aim to standarize evaluation across models, they propose JAME: a genre-driverse evaluation dataset for full-track generation. This dataset is publicly available in Hugging Face (https://huggingface.co/datasets/declare-lab/JAME).",partial,https://arxiv.org/pdf/2507.20880,Pre-print is available. No peer-reviewed version of the article has been found.,"July 28, 2025",partial,https://github.com/declare-lab/jamify/blob/main/STABILITY_AI_COMMUNITY_LICENSE.md,"JAM is released under the Project Jamify License and the Stability AI Community License Agreement, which allow for non-commercial use and research purposes with certain restrictions.",star,https://huggingface.co/declare-lab/JAM-0.5,Model card available in Hugging Face.,∅,https://huggingface.co/datasets/declare-lab/JAME,"Dataset card for the evaluation dataset (JAME) is available in Hugging Face. However, no datasheet is provided for the training data used to train JAM.",∅,,,star,https://huggingface.co/spaces/declare-lab/JAM,"There is a user-oriented application on Hugging Face Spaces, but it is currently not available. Nonetheless, all the files to run the app are provided in the HuggingFace repository. See https://huggingface.co/spaces/declare-lab/JAM/tree/main, and https://huggingface.co/spaces/declare-lab/JAM/blob/main/app.py.",star,https://declare-lab.github.io/jamify,A supplementary material page is available showcasing the use of JAM.,/projects\jam.yaml,73,3
https://github.com/acids-ircam/AFTER,2024,Creative Commons Attribution-NonCommercial 4.0 International,"Generative model that creates new audio by blending two sources: one audio stream to set the style or timbre, and another input (either audio or MIDI) to shape the structure over time.","MIDI-to-audio, Audio synthesis, Style transfer","Latent diffusion, Rectified flow",,IRCAM,https://www.ircam.fr/,,open,https://github.com/acids-ircam/AFTER,"Source code is available in the GitHub repository, including data processing, training and inference pipelines, as well as model architecture.",partial,https://arxiv.org/pdf/2408.00196,"Datasets used for training the original model (SLAKH, MaestroV2, GuitarSet and URMP) are publicly available and described in the paper, but the datasets used for training the current model are unknown.",open,https://nubo.ircam.fr/index.php/s/8NFD5gWwbkT4G5P,Weights are available to download from the link provided in the GitHub repository.,open,https://github.com/acids-ircam/AFTER/blob/main/README.md,"Documentation is available in the GitHub repository, including installation requirements, examples of scripts usage and configuration files. The codebase could still benefit from more detailed documentation.",partial,https://arxiv.org/pdf/2408.00196,"Training procedure of the original model is fully described in the paper, but relevant changes in the model architecture and training procedure are not properly documented.",partial,https://arxiv.org/pdf/2408.00196,"Evaluation procedure of the original model is fully described in the paper, including used metrics and implementation details. However, no evaluation is provided for the current model.",partial,https://zenodo.org/records/14877437,"Original paper is publicly available and peer-reviewed, but no publication is available for the current model.",,partial,https://github.com/acids-ircam/AFTER/blob/main/LICENSE.md,Creative Commons Attribution-NonCommercial 4.0 International license.,∅,,,∅,,,∅,,,star,https://nubo.ircam.fr/index.php/s/8NFD5gWwbkT4G5P,Max/MSP patches with real-time implementation of the model are provided.,star,https://nilsdem.github.io/control-transfer-diffusion/,There is a supplementary page for the original model.,/projects\after.yaml,73,2
https://magenta.withgoogle.com/magenta-realtime,2025,Apache 2.0 License,"High-quality real-time music synthesis with low-latency real-time controls via MIDI, text, and audio.","MIDI-to-audio, Text-to-music",Autoregressive transformer,,Google Magenta,https://magenta.withgoogle.com/,,partial,https://github.com/magenta/magenta-realtime/tree/main,"The codebase is available on GitHub, including model architecture, and inference code. However, the training code is not publicly available.",closed,https://arxiv.org/pdf/2508.04651,"Technical report indicates the model has been trained on ~190,000 hours of instrumental stock music. But there is no clear description of the datasets or specifc sources used for training.",open,https://huggingface.co/google/magenta-realtime-2/tree/main/checkpoints,Model weights are available on Hugging Face.,open,https://github.com/magenta/magenta-realtime/tree/main?tab=readme-ov-file#,"Model code is well documented in the GitHub repository, including installation requirements, usage instructions, and examples.",open,https://arxiv.org/abs/2508.04651,"Training procedure is documented in the technical report, including hardware requirements and model configurations.",open,https://arxiv.org/abs/2508.04651,"Evaluation procedure is documented in the technical report, including evaluation metrics and results. Magenta Realtime is compared against two other music genrative models (Stable Audio Open and MusicGen) using the Song Describer dataset.",partial,https://arxiv.org/abs/2508.04651,A comprehensive technical report is available. No peer-reviewed publication has been published yet.,"6 August, 2025",open,https://github.com/magenta/magenta-realtime/tree/main?tab=Apache-2.0-1-ov-file#,The code in this repository is released under Apache 2.0 License. The models weights in this repository are released under the CC-BY-NC 4.0 license.,star,https://huggingface.co/google/magenta-realtime-2,Model card is available on Hugging Face.,∅,,,star,https://github.com/magenta/magenta-realtime/blob/main/README.md,"Magenta Realtime is available as a Python package, installable via PyPI (`magenta-rt`).",star,https://colab.research.google.com/github/magenta/magenta-realtime/blob/v1_legacy/notebooks/Magenta_RT_Demo.ipynb,"There is a demo notebook available on Google Colab, which allows users to interact with the model in real-time.",star,https://magenta.withgoogle.com/magenta-realtime,"There is a dedicated blog and supplementary page featuring listening examples, demonstrations, and explanations of the core architecture.",/projects\magenta-realtime.yaml,68,4
https://aslp-lab.github.io/DiffRhythm.github.io/,2025,Apache 2.0 License,Song generation model able to synthesize complete songs with both vocal and accompaniment up to 4m45s.,"Text-to-song, Lyric-to-song",Latent diffusion,Note that there are two more recent versions of DiffRhythm: DiffRhythm+ and DiffRhythm 2.,ASLP@NPU and Shenzhen Research Institute of Big Data,http://www.npu-aslp.org/,,open,https://github.com/ASLP-lab/DiffRhythm,"Souce code is avaiable in the GitHub repo, including model architecture, inference, training and dataset processing.",closed,https://arxiv.org/pdf/2503.01183,"Training data is not available nor properly described. In the research paper, they indicate that the model was trained on 60,000 hours of audio content, including English (60%), Chinese (30%) and instrumental (10%) songs (about 1 million songs). However, no information on specific data sources, acquisition methods, and data licensing is given. See ""Dataset Setup"" in Section 4.1. of the pre-print.",open,https://huggingface.co/collections/ASLP-lab/diffrhythm,Model weights are avaiable in their HuggingFace page. Multiple versions of the model are avaiable.,partial,https://github.com/ASLP-lab/DiffRhythm/blob/main/Readme.md,"Code documentation inclues instructions on how to install and inference the model, but there are no instuctions on how to train it (it is indicated at ""coming soon"").",open,https://arxiv.org/pdf/2503.01183,"Training procedure is properly described in the research paper, including details on the models parameters and hardware requirements.",partial,https://arxiv.org/pdf/2503.01183,"Evaluation procedure is described in the research paper, including metrics (see 4.3) and detailed results (see 5). However, evaluation data is not sufficently described nor avaiable to reproduce the evaluation.",partial,https://arxiv.org/pdf/2503.01183,Research paper is available as preprint in arXiv. Also for more recent versions of the model: DiffRhythm+ and DiffRhythm 2. No peer reviewed version is avaiable for any of the papers.,"March 3, 2025",open,https://github.com/ASLP-lab/DiffRhythm?tab=Apache-2.0-1-ov-file,Apache 2.0 License,star,https://huggingface.co/ASLP-lab/DiffRhythm-base,Model card available in Hugging Face.,∅,,,∅,,,star,https://huggingface.co/spaces/ASLP-lab/DiffRhythm,A demo is available in HuggingFace.,star,https://aslp-lab.github.io/DiffRhythm.github.io/,"A supplementary page is available, including a brief description of the model, links to relevant sites (e.g., demo, paper) and some examples showcasing the model's abilities.",/projects\diffrhythm.yaml,68,3
https://github.com/multimodal-art-projection/YuE,2025,Apache License 2.0,YuE is an autoregressive LM-based framework tailored for lyrics-to-song generation.,"Lyrics-to-song, Style transfer, Text-to-song",Autoregressive transformer,,The Hong Kong University of Science and Technology and Mutimodal Art Projection (M-A-P),https://hkust.edu.hk/,,partial,https://github.com/multimodal-art-projection/YuE,"Source code is available in the GitHub repo, including inference code and model architecture. They also provide instructions on how to fine-tune YuE for specific data (see https://github.com/multimodal-art-projection/YuE/tree/main/finetune), including data processing and training procedure. Code to train the model from scratch is missing.",closed,https://arxiv.org/pdf/2503.08638,"Speech-related datasets are introduced (i.e., WeNetSpeech (zh), LibriHeavy (en), and GigaSpeech (en)). But for music, they only indicate that they rely on 650K hours of music recordings. No information on specific data sources, acquisition methods, and data licensing is given. See ""Data Setup"" in Section 5.1. of the technical report.",open,https://huggingface.co/collections/m-a-p/yue,Checkpoints are available in Hugging Face.,open,https://github.com/multimodal-art-projection/YuE,"Codebase is documented in the GitHub repository, including installation requirements and usage instructions.",open,https://arxiv.org/pdf/2503.08638,"Training procedure is properly described, including hardware requirements and configurations (see Section 4 and Section 5.1).",open,https://arxiv.org/pdf/2503.08638,"Evaluation procedure is described in Section 5.2 of the technical report, including both objective and subjective evaluation methods. Evaluation metrics implementations are referenced in the text.",partial,https://arxiv.org/pdf/2503.08638,"Technical report available, but no peer-reviewed publication yet.","September 15, 2025",open,https://github.com/multimodal-art-projection/YuE?tab=Apache-2.0-1-ov-file,Apache License 2.0,∅,,,∅,,,∅,,,∅,,"No official user-oriented application is available. But there are user-oriented applications available for YuE, for both Windows and Linux. For Windows, check out: https://github.com/multimodal-art-projection/YuE?tab=readme-ov-file#-windows-users-quickstart, and for Linux: https://github.com/multimodal-art-projection/YuE?tab=readme-ov-file#-linuxwsl-users-quickstart.",star,https://map-yue.github.io/,A demo page is available showcasing the use of YuE.,/projects\yue.yaml,68,1
https://github.com/archinetai/audio-diffusion-pytorch,2023,MIT license,A cascading two-stage latent diffusion model that can generate multiple minutes of high-quality stereo music at 48kHz from textual descriptions.,Text-to-music,Latent diffusion,,"ETH Zürich, IIT Kharagpur, Max Planck Institute",,,partial,https://github.com/archinetai/audio-diffusion-pytorch,"They provide an audio diffusion library that includes different models. However, the configs shown are indicative and untested, see https://arxiv.org/abs/2301.11757 for the configs used in the paper.",partial,,"How the data is collected and acquired, including licensing issues, is detailed in the research paper. However, the exact list of songs in the dataset nor direct access to the dataset is available.",closed,,"In the GitHub repo, authors mention that “no pre-trained models are provided here”.",partial,https://github.com/archinetai/audio-diffusion-pytorch/blob/main/README.md,Code is partially described as how to use Moûsai is not straightforward.,open,https://arxiv.org/pdf/2301.11757,"Training procedure is describe in the article, including hardware requirements and model configuration.",partial,https://arxiv.org/pdf/2301.11757,Evaluation data or code for evaluation are not specified.,open,https://aclanthology.org/2024.acl-long.437/,Accepted at ACL 2024.,,open,https://github.com/archinetai/audio-diffusion-pytorch/blob/main/LICENSE,Code is under the MIT license.,∅,,,∅,,,star,https://pypi.org/project/audio-diffusion-pytorch/,Code belongs to https://github.com/archinetai/audio-diffusion-pytorch library.,∅,,,star,https://diligent-pansy-4cb.notion.site/Music-Generation-with-Diffusion-ebe6e9e528984fa1b226d408f6002d87,Supplementary material is available.,/projects\moûsai.yaml,55,2
https://levo-demo.github.io/,2025,Not available.,Full-song lyrics-to-music foundation model employing parallel token modeling (mixed semantic tokens and dual-track acoustic tokens) and multi-preference alignment.,"Lyrics-to-song, Text-to-music, Style transfer",Autoregressive transformer,"Sometimes, the model is referred to SongGeneration as well as LeVo. Source code has not yet been released, despite mentioning so in the research paper. Complementary website indicates ""code will be released soon"".","Tsinghua University, Shenzhen and Tencent AI Lab",https://ailab.tencent.com/ailab/en/index/,,closed,https://github.com/tencent-ailab/songgeneration,Source code is not currently accessible.,partial,,"LeVo is trained on 2 million music tracks (~110,000 hours), including part of DISCO-10M, Millong Song Dataset and some copyrighted in-house data. No further information is provided, and the training data is not publicly available.",closed,,,closed,,,open,https://openreview.net/pdf?id=Oul46PkP7Z,"Training procedure is describes in the research paper, including hardware requirements and model hyperparameters (see Appendix B for further details).",partial,https://openreview.net/pdf?id=Oul46PkP7Z,"Evaluation protocols are thoroughly detailed, including objective metrics and a 20-expert subjective evaluation (see Appendix D for futher details). However, dataset for evaluation is not fully specified nor publicly available.",open,https://openreview.net/pdf?id=Oul46PkP7Z,Accepted at NeurIPS 2025.,June 2025,closed,,,∅,,,∅,,,∅,,,∅,,,star,https://levo-demo.github.io/,"An official project website is live and provides sonified audio demonstrations of generated music, zero-shot style transfer, and text-based control.",/projects\levo.yaml,32,1
https://sonycslparis.github.io/diffariff-companion/,2024,Not available.,Generative model for instrumental accompaniments for any musical audio context.,"Accompaniment, Audio-to-audio, Text-to-music",Latent diffusion,,Sony Computer Science Laboratories Paris and Queen Mary University of London,,,closed,,No source code.,closed,,Dataset is closed and only briefly described.,closed,,Not provided.,closed,,No source code.,open,https://arxiv.org/pdf/2406.08384,Training procedure is properly described.,partial,https://arxiv.org/pdf/2406.08384,Missing data and metrics implementations.,open,https://ismir2024program.ismir.net/poster_225.html,Accepted at ISMIR 2024.,,closed,,Not available.,∅,,Not available.,∅,,Not available.,∅,,Not available.,∅,,Not available.,star,https://sonycslparis.github.io/diffariff-companion/,A demo page with sound examples and demonstration of the models capabilities is available.,/projects\diff-a-riff.yaml,23,1
https://musiccontrolnet.github.io/web/,2023,Not available.,"Generative model that offers multiple precise, time-varying controls over generated audio.","Melody-to-music, Text-to-music",Diffusion,,Carnegie Mellon University and Adobe Research,,Shin-Lum Wu was an intern at Adobe Research while developing Music ControlNet.,closed,,No official code repository available.,closed,,"Very limited description of the data used for training, and no sources provided.",closed,,No model weights provided.,closed,,No source code available so no documentation.,open,https://arxiv.org/pdf/2311.07069,Training procedure is described in detail in the paper.,partial,https://arxiv.org/pdf/2311.07069,"Evaluation procedure is described, but details on the specific implementation used for some of the evaluation metrics are not given, limiting the reproducibility of results.",open,https://dl.acm.org/doi/10.1109/TASLP.2024.3399026,"Accepted at IEEE/ACM Transactions on Audio, Speech, and Languange Processing (open access).",,closed,,Not available.,∅,,No model card available.,∅,,No datasheet available.,∅,,No package available.,∅,,No user interface nor real-time implementation available.,star,https://musiccontrolnet.github.io/web/,A complementary website with sound examples and demo of the model is available.,/projects\music-controlnet.yaml,23,1
https://musicflowicml.github.io/,2024,Not available.,"Cascaded text-to-music generation model based on conditional flow matching, capable of zero-shot infilling and continuation.",Text-to-music,Flow matching,"Despite indicating that source code and model would be publicly available in the arXiv version of the paper, the authors have not released any code or model weights, and this statement has been removed in the final version of the paper presented in ICML 2024.",Meta,https://www.meta.com/,K. R. Prajwal was an intern at Meta during the development of this project.,closed,,"Despite the arXiv version of the paper stating ""Our code and model will be publicly available"", no official source repository, training framework, or inference code has been released.",closed,,"MusicFlow was trained on 20K hours of proprietary music. No dataset access, tracklists, origin metadata, or permissions are disclosed.",closed,,,closed,,,partial,https://proceedings.mlr.press/v235/prajwal24a.html,"The research paper details the mathematical formulations of Conditional Flow Matching, loss objectives, two-stage cascaded flow architecture (semantic and acoustic networks), and core hyperparameters. However, hardware requirements and specific model configurations are missing.",open,https://proceedings.mlr.press/v235/prajwal24a.html,"Evaluation protocols are thoroughly documented using the public MusicCaps benchmark. It includes standard objective metrics (FAD, FD, KL divergence, CLAP text-audio similarity) and human listening evaluations for text-to-music, infilling, and continuation.",open,https://proceedings.mlr.press/v235/prajwal24a.html,Accepted at ICML 2024.,July 2024,closed,,None.,∅,,,∅,,,∅,,,∅,,,star,https://musicflowicml.github.io/,"An official supplementary website showcases audio generation examples across text-to-music, continuation, and infilling tasks, along with comparisons against AudioLDM.",/projects\musicflow.yaml,23,1
https://musiclm.com/,2023,Not available.,Generative music model that can be conditioned across various genres and styles based on text prompts.,Text-to-music,Autoregressive transformer,,Google Research and IRCAM,,,closed,,Source code not available.,partial,,Training data is not available nor properly described.,closed,,Not provided.,closed,,Not available.,partial,https://arxiv.org/pdf/2301.11325,"Training procedure is partially documented, missing the hardware requirements.",partial,https://arxiv.org/pdf/2301.11325,"Evaluation data is provided and metrics are described, but exact implementations are not referenced.",partial,https://arxiv.org/abs/2301.11325,Peer-reviewed paper not found.,,closed,,Not available.,∅,,Not available.,∅,,Not available.,∅,,Not available.,∅,,,star,https://google-research.github.io/seanet/musiclm/examples/,Complementary page is available with sound examples and demonstration of the model's capabilities.,/projects\musiclm.yaml,23,1
https://google-research.github.io/noise2music/,2023,Not available.,A diffusion-based model to generate music from text prompts and demonstrate its capability by generating 30-second long 24kHz music clips.,Text-to-music,Diffusion,,Google Research,,,closed,Not available.,No source codebase is available.,partial,,"Training data is described in detail. However, the resulting MuLaMCap dataset resulting from this work is not publicly available.",closed,,Model weights are not available.,closed,,No codebase is available. There is no documentation available either.,partial,https://arxiv.org/pdf/2302.03917,"The available pre-print describes partially the training procedure of the model. While some relevant information is described, such as model configuration and training details, there are key aspects of the training missing, such as hardware requirements, model checkpoints and hyperparameters.",partial,https://arxiv.org/pdf/2302.03917,"Despite the evaluation procedure is well-documented in regards to evaluation data and metrics, the evaluation process lacks some relevant details to ensure replicability. Moreover, evaluation code of the system is not available.",partial,https://arxiv.org/abs/2302.03917,Preprint is available. No peer-reviewed version of the article has been found.,,closed,,Not available.,∅,,Not available.,∅,,Not available.,∅,,Not available.,∅,,,star,https://google-research.github.io/noise2music/,Complementary site with sound examples is available.,/projects\noise2music.yaml,23,1
https://ditto-music.github.io/ditto2/,2024,Not available.,"Inference-time optimization framework that leverages diffusion distillation to speed up controllable music generation by 10–20x, enabling faster-than-real-time control over melody, structure, and intensity without requiring model fine-tuning.","Melody-to-music, Text-to-music, Audio-to-audio",Diffusion,,University of California San Diego and Adobe Research,,,closed,,No code repository.,closed,,Training data neither available nor properly described.,closed,,Not provided.,closed,,No code repository.,partial,https://arxiv.org/pdf/2405.20289,Training procedure is partially described.,partial,https://arxiv.org/pdf/2405.20289,Metrics and data are described but exact implementations are missing.,open,https://ismir2024program.ismir.net/poster_146.html,Accepted at ISMIR 2024,,closed,,Not available.,∅,,Not available.,∅,,Not available.,∅,,Not available.,∅,,Not available.,star,https://ditto-music.github.io/ditto2/,"Complementary demo page is available, including sound examples of the model's capabilities.",/projects\ditto-2.yaml,18,1
https://efficient-melody.github.io/,2023,Not available.,LM-guided diffusion model that generates music audio samples.,Text-to-music,Diffusion,,ByteDance,,,closed,,No source code.,closed,,Not provided and only briefly described.,closed,,Not provided.,closed,,No source code.,partial,https://arxiv.org/pdf/2305.15719,Training procedure partially described.,partial,https://arxiv.org/pdf/2305.15719,Missing information about data and specific implementations.,open,https://dl.acm.org/doi/10.5555/3666122.3666888,Accepted at NeurIPS 2023.,,closed,,Not available.,∅,,Not provided.,∅,,Not provided.,∅,,Not provided.,∅,,Not provided.,star,https://efficient-melody.github.io/#,A complementary web page with sound examples and demonstration of the model's capabilities is available.,/projects\melody.yaml,18,1
